,publisher,short_journal_title,issue,volume,title,page,DOI,is_referenced_by_count,references_count,first_author_given_name,first_author_family_name,issued_year,issued_month,issued_day
720,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,19,The Variability of Arsenic and Other Risk Element Uptake by Individual Plant Species Growing on Contaminated Soil,617-634,10.1080/15320383.2010.499926,22,52,Lucie,Králová,2010,8.0,31.0
721,Czech Academy of Agricultural Sciences,Soil &amp; Water Res.,2,6,Urban soil contamination by potentially risk elements,55-60,10.17221/55/2010-swr,19,26,Ivana,GALUŠKOVÁ,2011,6.0,30.0
722,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,15,An Optimization of a Bioassay for Toluene Analogs using Bioluminescence Reporter Strain KG1206,231-239,10.1080/15320380600646241,4,13,In Chul,Kong,2006,7.0,
723,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,16,Toxicological Approach for Assessing the Heavy Metal Binding Capacity of Soils,451-458,10.1080/15320380701490226,15,22,Nan,Feng,2007,8.0,14.0
724,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,11,Getting the Most Out of Your Pump and Treat System,387-388,10.1080/20025891106989,0,0,Wallace,Hise,2002,5.0,
725,Informa UK Limited,Soil and Sediment Contamination: An International Journal,6,13,Microbial Community Composition Near Depleted Uranium Impact Points,563-577,10.1080/10588330490519446,8,40,D. B.,RINGELBERG,2004,11.0,
726,Informa UK Limited,Soil and Sediment Contamination: An International Journal,2,18,Aquatic Risk Assessment of Metals in Sediment from South Florida Canals,155-172,10.1080/15320380802659919,10,59,Gary M.,Rand,2009,1.0,29.0
727,Informa UK Limited,Journal of Soil Contamination,3,2,Cleanup standards for petroleum hydrocarbons. part 2. Case study comparisons of site‐specific cleanup standards with generic TPH standards,265-280,10.1080/15320389309383443,2,10,Catherine Petito,Boyce,1993,1.0,
728,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,26,"Proliferation of Ciprofloxacin Resistant Bacteria in Polluted Sediments of Musi River, India",501-509,10.1080/15320383.2017.1355352,6,30,R.,Gothwal,2017,7.0,4.0
729,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,22,"Evaluation of Sediment Toxicity in Kaohsiung Harbor, Taiwan",301-314,10.1080/15320383.2013.726294,33,30,Chih Feng,Chen,2013,4.0,
730,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,11,Biostimulation of <i>In Situ</i> MTBE Treatment by Oxygen Release,451-451,10.1080/20025891107762,0,0,Douglas M.,Mackay,2002,5.0,
731,Informa UK Limited,Soil and Sediment Contamination: An International Journal,6,11,Uncertainty Estimation in a Remediation Process: A Case Study,827-839,10.1080/20025891107113,5,0,Luca,Bonomo,2002,11.0,
732,Informa UK Limited,Soil and Sediment Contamination: An International Journal,2,12,Natural Resources Damages Assessments and Claims in the Great Lakes Basin,253-304,10.1080/713610972,1,0,Charles M.,Denton,2003,3.0,
733,Informa UK Limited,Soil and Sediment Contamination: An International Journal,6,12,Defining TCE Plume Source Areas Using the Membrane Interface Probe (MIP),799-813,10.1080/714037716,9,0,Beth,McAndrews,2003,11.0,
734,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,18,Supercritical Fluid Extraction of a Light PAH Contaminated Sand,328-344,10.1080/15320380902799342,4,25,Barbara,Ruffino,2009,4.0,24.0
735,Informa UK Limited,Journal of Soil Contamination,1,3,Evaluation of health risks from a buried mass of diesel fuel before and after bioremediation,1-27,10.1080/15320389409383452,0,22,David H.,Rosenblatt,1994,1.0,
736,Informa UK Limited,Soil and Sediment Contamination: An International Journal,6,12,Defining TCE Plume Source Areas Using the Membrane Interface Probe (MIP),799-813,10.1080/10588330390254838,6,0,Beth,McAndrews,2003,11.0,
737,Informa UK Limited,Soil and Sediment Contamination: An International Journal,8,29,Optimization and Characterization of Lead Bioremediation by Strains of <i>Microbacterium Oxydans</i>,901-913,10.1080/15320383.2020.1783508,5,34,Parviz,Heidari,2020,6.0,24.0
738,Opast Group LLC,AIDT,2,6,"Parasitic Contamination of Soil, Irrigation Water and Rawly Consumed Vegetables in Farmlands of Asmara, Eritrea",,10.33140/aidt.06.02.03,0,0,,,2022,5.0,11.0
739,Informa UK Limited,Soil and Sediment Contamination: An International Journal,4,10,Achieving Brownfields Clean Up at a Radium-Contaminated Site,423-437,10.1080/20015891109356,0,0,Keith D.,Anderson,2001,7.0,
740,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,11,Environmental Fate and Transport of Alternative Gasoline Oxygenates,396-396,10.1080/20025891107230,1,0,Rula A.,Deeb,2002,5.0,
741,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,17,"Cadmium Availability in Calcareous Soils of Agricultural Lands in Hamadan, Western Iran",256-268,10.1080/15320380802006970,17,54,M.,Jalali,2008,4.0,24.0
742,Informa UK Limited,Journal of Soil Contamination,6,7,Efficiency of a New Covering System for the Environmental Control of Biopiles Used for the Treatment of Contaminated Soils,753-771,10.1080/10588339891334582,1,0,O.,Schoefs,1998,11.0,
743,Informa UK Limited,Soil and Sediment Contamination: An International Journal,6,13,Human Health Risk Assessment at a Depleted Uranium Site,597-609,10.1080/10588330490519464,5,17,BARBARA G.,CALLAHAN,2004,11.0,
744,Informa UK Limited,Journal of Soil Contamination,1,4,Degradation of a mixture of high‐molecular‐weight polycyclic aromatic hydrocarbons by a<i>Mycobacterium</i>strain PYR‐1,77-91,10.1080/15320389509383482,65,52,Ingrid,Kelley,1995,1.0,
745,Informa UK Limited,Journal of Soil Contamination,4,8,Impact of Dissolved Organic Matter on the Desorption and Mineralization Rates of Naphthalene,491-507,10.1080/10588339991339432,3,0,William A.,Plaehn,1999,7.0,
746,Informa UK Limited,Soil and Sediment Contamination: An International Journal,4,18,An Analytical Modeling Approach for Evaluation of Capping of Contaminated Sediments,470-488,10.1080/15320380902962387,30,38,David J.,Lampert,2009,6.0,22.0
747,Springer Science and Business Media LLC,Bulletin of Environmental Contamination and Toxicology,3,67,Effect of Soil Loading and Soil Sequestration on Dermal Bioavailability of Polynuclear Aromatic Hydrocarbons,324-331,10.1007/s001280128,17,0,T. A.,Roy,2001,9.0,13.0
748,Informa UK Limited,Soil and Sediment Contamination: An International Journal,1,25,The Remediation of Chromium (VI)-Contaminated Soils Using Microbial Fuel Cells,1-12,10.1080/15320383.2016.1085833,62,34,Chao,Wang,2016,1.0,2.0
749,Informa UK Limited,Journal of Soil Contamination,5,7,Immobilization of Zinc and Cadmium in Polluted Soils by Polynuclear Al<sub>13</sub> and Al-Montmorillonite,573-588,10.1080/10588339891334447,25,0,Aleksandra,Badora,1998,9.0,
750,Informa UK Limited,Soil and Sediment Contamination: An International Journal,4,29,Petroleum drill cuttings treatment using stabilization/solidification and biological process combination,369-383,10.1080/15320383.2020.1722982,14,55,Hichem,Boutammine,2020,2.0,9.0
751,Informa UK Limited,Soil and Sediment Contamination: An International Journal,1,14,Characterization of Chemical Contamination in Shallow-Water Estuarine Habitats of an Industrialized River. Part II. Metals,35-52,10.1080/15320380590891808,12,42,TINA N.,ARMSTRONG,2005,1.0,
752,Informa UK Limited,Soil and Sediment Contamination: An International Journal,8,25,Sources and Contamination of Heavy Metals in Sediments of Kabul River: The Role of Organic Matter in Metals Retention and Accumulation,891-904,10.1080/15320383.2016.1224226,17,68,Bushra,Khan,2016,8.0,24.0
753,Informa UK Limited,Soil and Sediment Contamination: An International Journal,7,32,"Fractionation and Contamination Assessment of Zn, Cu, Fe, and Mn in the Sundarbans Mangrove Soils of Bangladesh",789-811,10.1080/15320383.2022.2142513,2,83,Md Mahfuz,Islam,2022,11.0,2.0
754,Informa UK Limited,Soil and Sediment Contamination: An International Journal,7,31,Assessment of heavy metal contamination and ecological risk of core sediments in a coastal wetland of India,886-904,10.1080/15320383.2021.2021850,2,46,Nimmi,N,2022,1.0,7.0
755,Informa UK Limited,Soil and Sediment Contamination: An International Journal,1,14,Characterization of Chemical Contamination in Shallow-Water Estuarine Habitats of an Industrialized River. Part 1: Organic Compounds,13-33,10.1080/15320380590891790,20,38,TIMOTHY J.,IANNUZZI,2005,1.0,
756,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,18,"Application of Dendrochronological and Dendrochemical Methods for Dating Contamination Events of the Saint-François and Massawippi Riverbanks (Québec, Canada)",642-668,10.1080/15320380903113626,7,66,Julien,St-Laurent,2009,8.0,12.0
757,Informa UK Limited,Soil and Sediment Contamination: An International Journal,6,23,"Evaluation of Different Amendments to Stabilize Cadmium, Zinc, and Copper in a Contaminated Soil: Influence on Metal Leaching and Phytoavailability",628-640,10.1080/15320383.2014.857640,14,59,Z.,Elouear,2014,1.0,
758,Informa UK Limited,Soil and Sediment Contamination: An International Journal,4,13,Column Leaching Using Dry Soil to Estimate Solid-Solution Partitioning Observed in Zero-Tension Lysimeters. 1. Method Development,361-374,10.1080/10588330490466012,16,28,J D,MacDonald,2004,7.0,
759,Informa UK Limited,Soil and Sediment Contamination: An International Journal,2,25,"Polycyclic Aromatic Hydrocarbons in Road-Deposited Sediments and Roadside Soil in Tijuana, Mexico",223-239,10.1080/15320383.2016.1113497,9,61,Enrique,Garcia-Flores,2016,1.0,6.0
760,Informa UK Limited,Journal of Soil Contamination,3,4,"Soil flushing of a sandy loam contaminated with Pb(II), PbS<sub>4</sub> (s), PbCO<sub>3</sub> (3), or Pb‐Naphthalene: Column results",243-267,10.1080/15320389509383497,7,15,B. E.,Reed,1995,7.0,
761,Informa UK Limited,Soil and Sediment Contamination: An International Journal,4,26,Study of multicompound sorption of Lead and Pyrene on a reconstituted soil: batch and fixed bed column tests,404-425,10.1080/15320383.2017.1339667,2,60,Jihène,Aissaoui,2017,5.0,19.0
762,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,22,Bacterial Communities of Polychlorinated Biphenyls Polluted Soil Around an E-waste Recycling Workshop,562-573,10.1080/15320383.2013.750269,28,40,Xianjin,Tang,2013,7.0,
763,Informa UK Limited,Soil and Sediment Contamination: An International Journal,1,31,Kinetic Behavior and Mechanism of Arsenate Adsorption by Loam and Sandy Loam Soil,15-39,10.1080/15320383.2021.1900071,5,72,Abhay Prakash,Rawat,2021,3.0,26.0
764,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,20,Mobilization Assessment and Possibility of Increased Availability of PAHs in Contaminated Soil Using Column Tests,581-591,10.1080/15320383.2011.587046,6,29,F. J. García,Frutos,2011,7.0,
765,Informa UK Limited,Soil and Sediment Contamination: An International Journal,2,21,Assessment of Heavy Metal Accumulation in Urban Soil around Potash Industrial Site in the East of the Dead Sea and their Environmental Risks,276-290,10.1080/15320383.2011.609358,14,48,Omar Ali,Al-Khashman,2012,2.0,
766,Informa UK Limited,Soil and Sediment Contamination: An International Journal,4,14,Effect of Immobilizing Substances and Salinity on Heavy Metals Availability to Wheat Grown on Sewage Sludge-Contaminated Soil,329-344,10.1080/15320380590954051,49,58,A. R. A.,Usman,2005,7.0,
767,Informa UK Limited,Soil and Sediment Contamination: An International Journal,5,23,Migration and Stabilization of Multiple Heavy Metals in an Aged Contaminated Soil under a Constant Voltage Electric Field,540-556,10.1080/15320383.2014.840261,4,40,Weihua,Zhang,2014,1.0,
768,Informa UK Limited,Soil and Sediment Contamination: An International Journal,8,24,Biosorption of Copper (II) by the Microorganisms Isolated from the Crude-Oil-Contaminated Soil,898-908,10.1080/15320383.2015.1064089,13,28,N. R.,Maddela,2015,7.0,8.0
769,Informa UK Limited,Journal of Soil Contamination,2,1,Transport model parameter sensitivity for soil cleanup level determinations using sesoil and at123d in the context of the california leaking underground fuel tank field manual,159-182,10.1080/15320389209383408,9,32,Joseph E.,Odencrantz,1992,1.0,
770,Informa UK Limited,Soil and Sediment Contamination: An International Journal,1,25,Column Flushing of Phenanthrene and Copper (II) Co-Contaminants from Sandy Soil Using Tween 80 and Citric Acid,50-63,10.1080/15320383.2016.1088507,20,47,Baowei,Zhao,2016,1.0,2.0
771,Informa UK Limited,Soil and Sediment Contamination: An International Journal,6,24,Remediation of a Diesel-Contaminated Soil Using a Fenton-Like Advanced Oxidation Process: Optimization by Response Surface Methodology,609-623,10.1080/15320383.2015.996633,11,38,Nafise,Jamialahmadi,2015,8.0,18.0
772,Informa UK Limited,Soil and Sediment Contamination: An International Journal,7,29,Iron Enriched Green Manure Can Increase Wheat Fe Concentration in Pb-polluted Soil in the Presence of <i>Piriformospora Indica (P.indica)</i>,721-743,10.1080/15320383.2020.1771274,7,71,Amir Hossein,Baghaie,2020,5.0,30.0
773,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,11,Implications of PCB Dechlorination and Volatilization in Quantitative Source Apportionment Methods,412-413,10.1080/20025891107375,0,0,G.W.,Johnson,2002,5.0,
774,Informa UK Limited,Journal of Soil Contamination,4,7,Phytoremediation of Mercury- and Methylmercury-Polluted Soils Using Genetically Engineered Plants,497-509,10.1080/10588339891334384,132,0,Andrew C. P.,Heaton,1998,7.0,
775,Informa UK Limited,Soil and Sediment Contamination: An International Journal,2,20,Effects of Silicone-Bond Sediment on the Growth of Aquatic Macrophytes: An Experimental Approach,163-171,10.1080/15320383.2011.546445,0,25,Hanife,Özbay,2011,2.0,28.0
776,Informa UK Limited,Journal of Soil Contamination,5,7,"Long-Term Modeling of Plutonium Solubility at a Desert Disposal Site, Including CO<sub>2</sub> Diffusion, Cellulose Decay, and Chelation",615-647,10.1080/10588339891334465,0,0,Harlan W.,Stockman,1998,9.0,
777,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,11,Sediment Quality Index: An Effective Tool for Environmental Evaluation,473-489,10.1080/20025891107979,1,0,Myriam A.,Amezcua-Allieri,2002,5.0,
778,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,11,Perspective on Site Characterization and Field Sampling at East Coast Canadian Lightstation Sites,397-398,10.1080/20025891107249,1,0,Vera A.,Landry,2002,5.0,
779,Informa UK Limited,Soil and Sediment Contamination: An International Journal,2,19,Extraction of Arsenic from Soils Contaminated with Wood Preservation Chemicals,142-159,10.1080/15320380903390539,8,62,Lea Rastas,Amofah,2010,2.0,26.0
780,Informa UK Limited,Journal of Soil Contamination,5,6,Feasibility study of surfactant use for remediation of organic and metal contaminated soils,537-556,10.1080/15320389709383585,12,39,Chih,Huang,1997,9.0,
781,Informa UK Limited,Soil and Sediment Contamination: An International Journal,3,12,"Effect of Cd, Zn, and Pb Compound Pollution on Celery in a Ferric Acrisol",357-370,10.1080/713610977,8,0,Wang,Haiyan,2003,5.0,
782,Informa UK Limited,Soil and Sediment Contamination: An International Journal,6,14,Chemical Compatibility of Lime Stabilized Indian Red Earth as Liner Material,515-526,10.1080/15320380500263717,8,17,P. V.,Sivapullaiah,2005,11.0,
783,Informa UK Limited,Journal of Soil Contamination,4,3,Background levels of polycyclic aromatic hydrocarbons (PAH) and selected metals in new England urban soils,349-361,10.1080/15320389409383475,38,17,L. J. N.,Bradley,1994,12.0,
784,Informa UK Limited,Soil and Sediment Contamination: An International Journal,8,23,Solidification/Stabilization of Pb-contaminated Soils with Cement and Other Additives,887-898,10.1080/15320383.2014.890168,23,23,Yonghui,Xi,2014,5.0,27.0
